order_id,customer_id,order_date,shipped_date,delivered_date,channel,promo_code,discount_pct,subtotal,shipping_cost,tax,order_total,status,is_first_order
O00005120,C004503,2024-02-14,2024-02-15,2024-02-17,organic_search,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00005121,C004504,2024-03-20,2024-03-21,2024-03-22,direct,,0.0,139.96,0.0,11.2,151.16,delivered,True
O00005122,C004506,2023-06-28,2023-06-29,2023-07-02,paid_search,,0.0,43.98,5.99,3.52,53.49,delivered,True
O00005123,C004507,2024-04-06,2024-04-07,2024-04-11,paid_search,,0.0,116.97,0.0,9.36,126.33,delivered,True
O00005124,C004508,2023-08-22,2023-08-23,2023-08-26,email,,0.0,52.98,0.0,4.24,57.22,delivered,True
O00005125,C004509,2024-04-08,2024-04-09,2024-04-10,paid_social,BFCM20,0.15,19.54,5.99,1.56,27.09,delivered,True
O00005126,C004510,2024-04-18,2024-04-19,2024-04-22,referral,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00005127,C004511,2023-08-28,2023-08-29,2023-08-30,email,,0.0,78.97,0.0,6.32,85.29,delivered,True
O00005128,C004513,2023-09-09,2023-09-10,2023-09-13,organic_search,,0.0,56.97,0.0,4.56,61.53,delivered,True
O00005129,C004514,2023-09-29,2023-09-30,2023-10-04,organic_search,LOYAL15,0.15,33.98,5.99,2.72,42.69,delivered,True
O00005130,C004515,2024-04-25,2024-04-26,2024-04-28,direct,,0.0,58.97,0.0,4.72,63.69,delivered,True
O00005131,C004517,2024-01-26,2024-01-27,2024-01-29,email,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00005132,C004518,2024-05-02,2024-05-03,2024-05-05,paid_search,,0.0,80.97,0.0,6.48,87.45,delivered,False
O00005133,C004519,2024-06-10,2024-06-11,2024-06-16,direct,,0.0,73.98,0.0,5.92,79.9,delivered,True
O00005134,C004519,2024-06-29,2024-06-30,2024-07-02,organic_search,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00005135,C004520,2023-06-04,2023-06-05,2023-06-07,paid_social,,0.0,53.98,0.0,4.32,58.3,delivered,True
O00005136,C004520,2023-11-19,2023-11-20,2023-11-23,paid_search,,0.0,35.98,5.99,2.88,44.85,delivered,False
O00005137,C004522,2023-04-27,2023-04-28,2023-05-02,email,WELCOME10,0.15,11.04,5.99,0.88,17.91,delivered,True
O00005138,C004522,2023-05-19,2023-05-20,2023-05-23,paid_social,,0.0,48.97,0.0,3.92,52.89,delivered,False
O00005139,C004522,2023-05-23,2023-05-24,2023-05-26,paid_social,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00005140,C004523,2024-02-02,2024-02-03,2024-02-08,organic_social,,0.0,18.99,5.99,1.52,26.5,delivered,True
O00005141,C004524,2024-06-01,2024-06-02,2024-06-06,paid_social,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00005142,C004525,2024-03-28,2024-03-29,2024-04-03,referral,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00005143,C004525,2024-04-01,2024-04-02,2024-04-05,paid_search,,0.0,151.96,0.0,12.16,164.12,delivered,False
O00005144,C004525,2024-05-16,2024-05-17,2024-05-19,paid_social,,0.0,104.97,0.0,8.4,113.37,delivered,False
O00005145,C004525,2024-05-17,2024-05-18,2024-05-22,direct,,0.0,65.98,0.0,5.28,71.26,delivered,False
O00005146,C004525,2024-05-20,2024-05-21,2024-05-25,email,WELCOME10,0.1,16.19,5.99,1.3,23.48,delivered,False
O00005147,C004526,2023-06-05,2023-06-06,2023-06-07,paid_social,,0.0,116.97,0.0,9.36,126.33,delivered,True
O00005148,C004526,2023-06-11,2023-06-12,2023-06-14,email,,0.0,38.97,5.99,3.12,48.08,delivered,False
O00005149,C004526,2023-07-06,2023-07-07,2023-07-10,email,BFCM20,0.1,35.09,5.99,2.81,43.89,delivered,False
O00005150,C004528,2024-04-11,2024-04-12,2024-04-14,organic_search,,0.0,80.97,0.0,6.48,87.45,delivered,True
O00005151,C004530,2024-03-03,2024-03-04,2024-03-09,paid_social,LOYAL15,0.15,29.74,5.99,2.38,38.11,delivered,True
O00005152,C004530,2024-03-15,2024-03-16,2024-03-19,direct,,0.0,107.96,0.0,8.64,116.6,delivered,False
O00005153,C004531,2023-05-25,2023-05-26,2023-05-30,direct,LOYAL15,0.15,83.26,0.0,6.66,89.92,delivered,True
O00005154,C004533,2023-11-09,2023-11-10,2023-11-11,paid_search,,0.0,60.97,0.0,4.88,65.85,delivered,True
O00005155,C004535,2023-11-06,2023-11-07,2023-11-10,organic_search,SUMMER15,0.1,31.49,5.99,2.52,40.0,delivered,True
O00005156,C004537,2023-03-03,2023-03-04,2023-03-07,organic_search,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00005157,C004538,2023-11-21,2023-11-22,2023-11-25,paid_social,,0.0,18.99,5.99,1.52,26.5,refunded,True
O00005158,C004539,2023-11-17,2023-11-18,2023-11-20,direct,,0.0,37.98,5.99,3.04,47.01,delivered,False
O00005159,C004539,2023-11-19,2023-11-20,2023-11-22,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00005160,C004540,2023-01-28,2023-01-29,2023-02-02,email,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00005161,C004541,2023-09-07,2023-09-08,2023-09-11,email,,0.0,72.96,0.0,5.84,78.8,delivered,True
O00005162,C004542,2024-02-14,2024-02-15,2024-02-18,paid_search,,0.0,37.98,5.99,3.04,47.01,delivered,True
O00005163,C004542,2024-03-14,2024-03-15,2024-03-17,email,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00005164,C004543,2023-06-20,2023-06-21,2023-06-24,paid_social,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00005165,C004544,2023-07-04,2023-07-05,2023-07-08,paid_social,WELCOME10,0.15,16.14,5.99,1.29,23.42,delivered,True
O00005166,C004544,2023-09-26,2023-09-27,2023-09-28,email,WELCOME10,0.15,29.74,5.99,2.38,38.11,delivered,False
O00005167,C004546,2023-01-21,2023-01-22,2023-01-27,email,,0.0,56.98,0.0,4.56,61.54,delivered,False
O00005168,C004546,2023-01-22,2023-01-23,2023-01-26,direct,,0.0,48.98,0.0,3.92,52.9,delivered,False
O00005169,C004547,2023-05-14,2023-05-15,2023-05-17,referral,,0.0,45.98,0.0,3.68,49.66,delivered,True
O00005170,C004548,2024-05-09,2024-05-10,2024-05-15,paid_search,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00005171,C004550,2024-03-23,2024-03-24,2024-03-25,referral,,0.15,34.83,5.99,2.79,43.61,delivered,True
O00005172,C004552,2023-09-15,2023-09-16,2023-09-20,direct,,0.0,58.97,0.0,4.72,63.69,delivered,False
O00005173,C004554,2023-06-10,2023-06-11,2023-06-13,referral,LOYAL15,0.15,33.12,5.99,2.65,41.76,delivered,True
O00005174,C004555,2023-01-05,2023-01-06,2023-01-08,paid_search,,0.0,52.98,0.0,4.24,57.22,delivered,True
O00005175,C004556,2024-04-14,2024-04-15,2024-04-17,organic_search,,0.0,25.98,5.99,2.08,34.05,delivered,True
O00005176,C004557,2023-11-26,2023-11-27,2023-11-29,paid_search,,0.0,64.97,0.0,5.2,70.17,delivered,True
O00005177,C004559,2023-05-06,2023-05-07,2023-05-12,paid_social,SUMMER15,0.15,16.14,5.99,1.29,23.42,delivered,True
O00005178,C004560,2023-03-04,2023-03-05,2023-03-07,email,,0.0,108.97,0.0,8.72,117.69,delivered,True
O00005179,C004560,2023-03-22,2023-03-23,2023-03-28,direct,,0.0,61.98,0.0,4.96,66.94,delivered,False
O00005180,C004560,2023-05-03,2023-05-04,2023-05-06,direct,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00005181,C004560,2023-05-25,2023-05-26,2023-05-30,email,,0.0,52.97,0.0,4.24,57.21,delivered,False
O00005182,C004560,2023-06-13,2023-06-14,2023-06-17,email,WELCOME10,0.2,79.17,0.0,6.33,85.5,refunded,False
O00005183,C004561,2023-11-05,2023-11-06,2023-11-09,paid_social,,0.0,26.99,5.99,2.16,35.14,delivered,True
O00005184,C004562,2023-10-06,2023-10-07,2023-10-09,direct,SUMMER15,0.1,43.18,5.99,3.45,52.62,delivered,True
O00005185,C004563,2023-09-26,2023-09-27,2023-09-29,organic_social,BFCM20,0.15,33.14,5.99,2.65,41.78,delivered,True
O00005186,C004563,2024-03-02,2024-03-03,2024-03-05,paid_social,,0.0,35.98,5.99,2.88,44.85,delivered,False
O00005187,C004563,2024-05-13,2024-05-14,2024-05-16,organic_search,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00005188,C004565,2023-11-26,2023-11-27,2023-11-29,referral,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00005189,C004565,2023-11-29,2023-11-30,2023-12-05,organic_search,,0.0,72.96,0.0,5.84,78.8,delivered,False
O00005190,C004566,2023-10-11,2023-10-12,2023-10-15,email,,0.0,35.98,5.99,2.88,44.85,delivered,False
O00005191,C004566,2023-10-12,2023-10-13,2023-10-16,direct,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00005192,C004566,2023-10-13,2023-10-14,2023-10-16,organic_search,,0.0,44.97,5.99,3.6,54.56,delivered,False
O00005193,C004566,2023-11-03,2023-11-04,2023-11-05,email,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00005194,C004566,2023-11-12,2023-11-13,2023-11-15,paid_search,,0.0,37.98,5.99,3.04,47.01,delivered,False
O00005195,C004566,2023-12-22,2023-12-23,2023-12-25,organic_search,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00005196,C004567,2023-10-20,2023-10-21,2023-10-24,paid_search,,0.0,48.98,0.0,3.92,52.9,delivered,True
O00005197,C004568,2024-02-02,2024-02-03,2024-02-05,paid_social,,0.0,106.95,0.0,8.56,115.51,delivered,True
O00005198,C004569,2023-09-21,2023-09-22,2023-09-26,organic_search,,0.0,56.97,0.0,4.56,61.53,delivered,True
O00005199,C004569,2023-09-24,2023-09-25,2023-09-26,organic_social,,0.0,35.98,5.99,2.88,44.85,delivered,False
O00005200,C004570,2024-06-17,2024-06-18,2024-06-22,organic_search,,0.0,35.98,5.99,2.88,44.85,delivered,True
O00005201,C004571,2023-06-16,2023-06-17,2023-06-19,organic_search,,0.0,18.99,5.99,1.52,26.5,delivered,True
O00005202,C004575,2023-08-24,2023-08-25,2023-08-28,email,,0.0,57.98,0.0,4.64,62.62,delivered,False
O00005203,C004575,2023-10-02,2023-10-03,2023-10-07,organic_social,,0.0,71.97,0.0,5.76,77.73,delivered,False
O00005204,C004575,2024-01-17,2024-01-18,2024-01-20,organic_search,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00005205,C004575,2024-02-11,2024-02-12,2024-02-13,paid_social,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00005206,C004575,2024-05-06,2024-05-07,2024-05-09,paid_social,,0.0,44.98,5.99,3.6,54.57,delivered,False
O00005207,C004576,2023-06-03,2023-06-04,2023-06-06,direct,,0.0,77.98,0.0,6.24,84.22,delivered,True
O00005208,C004576,2023-06-10,2023-06-11,2023-06-13,paid_social,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00005209,C004578,2024-06-10,2024-06-11,2024-06-13,organic_social,BFCM20,0.15,52.66,0.0,4.21,56.87,delivered,False
O00005210,C004579,2023-10-13,2023-10-14,2023-10-16,paid_social,SUMMER15,0.1,44.98,5.99,3.6,54.57,delivered,True
O00005211,C004580,2023-11-23,2023-11-24,2023-11-27,organic_social,,0.0,87.96,0.0,7.04,95.0,delivered,True
O00005212,C004583,2023-07-28,2023-07-29,2023-08-01,paid_social,BFCM20,0.15,19.54,5.99,1.56,27.09,delivered,True
O00005213,C004584,2024-02-02,2024-02-03,2024-02-05,organic_search,,0.2,122.34,0.0,9.79,132.13,delivered,True
O00005214,C004585,2024-03-03,2024-03-04,2024-03-06,email,,0.0,45.98,0.0,3.68,49.66,delivered,True
O00005215,C004586,2023-02-09,2023-02-10,2023-02-11,referral,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00005216,C004587,2024-03-31,2024-04-01,2024-04-03,organic_search,LOYAL15,0.2,31.19,5.99,2.5,39.68,delivered,True
O00005217,C004589,2023-05-08,2023-05-09,2023-05-14,organic_social,,0.0,68.97,0.0,5.52,74.49,delivered,True
O00005218,C004590,2023-09-17,2023-09-18,2023-09-20,paid_social,,0.0,53.97,0.0,4.32,58.29,delivered,True
O00005219,C004590,2024-01-28,2024-01-29,2024-02-01,paid_search,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00005220,C004590,2024-01-29,2024-01-30,2024-02-02,paid_search,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00005221,C004590,2024-04-10,2024-04-11,2024-04-13,organic_social,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00005222,C004590,2024-04-22,2024-04-23,2024-04-24,direct,,0.0,99.96,0.0,8.0,107.96,delivered,False
O00005223,C004591,2024-01-09,2024-01-10,2024-01-14,paid_social,,0.0,49.98,0.0,4.0,53.98,delivered,True
O00005224,C004591,2024-01-11,2024-01-12,2024-01-17,organic_search,,0.0,53.98,0.0,4.32,58.3,delivered,False
O00005225,C004591,2024-01-20,2024-01-21,2024-01-22,direct,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00005226,C004592,2023-11-03,2023-11-04,2023-11-06,direct,,0.0,37.98,5.99,3.04,47.01,delivered,True
O00005227,C004592,2024-02-03,2024-02-04,2024-02-06,organic_search,,0.0,22.99,5.99,1.84,30.82,delivered,False
O00005228,C004594,2024-05-01,2024-05-02,2024-05-07,paid_search,,0.0,88.97,0.0,7.12,96.09,delivered,True
O00005229,C004595,2023-03-11,2023-03-12,2023-03-14,paid_social,WELCOME10,0.15,29.73,5.99,2.38,38.1,delivered,True
O00005230,C004595,2023-05-25,2023-05-26,2023-05-28,organic_search,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00005231,C004595,2023-07-29,2023-07-30,2023-08-03,email,,0.0,25.98,5.99,2.08,34.05,delivered,False
O00005232,C004595,2023-08-06,2023-08-07,2023-08-09,organic_search,,0.0,35.98,5.99,2.88,44.85,delivered,False
O00005233,C004596,2023-11-26,2023-11-27,2023-11-28,paid_social,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00005234,C004599,2023-08-05,2023-08-06,2023-08-10,paid_search,WELCOME10,0.1,113.36,0.0,9.07,122.43,delivered,True
O00005235,C004599,2023-08-25,2023-08-26,2023-08-29,paid_search,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00005236,C004601,2023-09-15,2023-09-16,2023-09-18,organic_search,,0.0,53.97,0.0,4.32,58.29,delivered,True
O00005237,C004603,2023-02-25,2023-02-26,2023-03-03,paid_search,LOYAL15,0.15,72.22,0.0,5.78,78.0,delivered,True
O00005238,C004604,2024-01-27,2024-01-28,2024-01-30,organic_search,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00005239,C004605,2024-05-26,2024-05-27,2024-05-29,paid_social,,0.15,37.38,5.99,2.99,46.36,delivered,True
O00005240,C004607,2024-02-02,2024-02-03,2024-02-05,organic_search,BFCM20,0.1,105.27,0.0,8.42,113.69,delivered,True
O00005241,C004608,2023-03-30,2023-03-31,2023-04-02,email,,0.0,65.97,0.0,5.28,71.25,delivered,True
O00005242,C004608,2023-05-14,2023-05-15,2023-05-18,paid_search,BFCM20,0.2,50.37,0.0,4.03,54.4,delivered,False
O00005243,C004610,2024-01-06,2024-01-07,2024-01-10,referral,,0.0,18.99,5.99,1.52,26.5,delivered,True
O00005244,C004610,2024-01-17,2024-01-18,2024-01-19,email,,0.0,60.98,0.0,4.88,65.86,delivered,False
O00005245,C004610,2024-01-31,2024-02-01,2024-02-02,email,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00005246,C004610,2024-03-07,2024-03-08,2024-03-11,organic_search,,0.0,126.95,0.0,10.16,137.11,delivered,False
O00005247,C004610,2024-04-24,2024-04-25,2024-04-30,organic_search,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00005248,C004611,2023-07-21,2023-07-22,2023-07-25,email,,0.0,18.99,5.99,1.52,26.5,delivered,True
O00005249,C004613,2024-06-24,2024-06-25,2024-06-28,referral,LOYAL15,0.2,42.38,5.99,3.39,51.76,delivered,True
O00005250,C004614,2023-04-01,2023-04-02,2023-04-04,organic_search,,0.2,14.39,5.99,1.15,21.53,delivered,True
O00005251,C004614,2023-04-15,2023-04-16,2023-04-18,direct,,0.0,103.96,0.0,8.32,112.28,delivered,False
O00005252,C004614,2023-08-25,2023-08-26,2023-08-30,direct,BFCM20,0.2,61.57,0.0,4.93,66.5,delivered,False
O00005253,C004614,2023-11-02,2023-11-03,2023-11-06,email,,0.0,26.99,5.99,2.16,35.14,delivered,False
O00005254,C004617,2023-12-01,2023-12-02,2023-12-07,organic_social,,0.0,53.97,0.0,4.32,58.29,delivered,True
O00005255,C004617,2024-02-11,2024-02-12,2024-02-13,email,,0.0,12.99,5.99,1.04,20.02,delivered,False
O00005256,C004617,2024-02-18,2024-02-19,2024-02-22,paid_social,,0.0,17.99,5.99,1.44,25.42,delivered,False
O00005257,C004617,2024-03-16,2024-03-17,2024-03-19,paid_search,WELCOME10,0.2,90.36,0.0,7.23,97.59,delivered,False
O00005258,C004618,2023-03-27,2023-03-28,2023-03-31,organic_search,,0.0,38.99,5.99,3.12,48.1,delivered,True
O00005259,C004619,2024-05-15,2024-05-16,2024-05-18,email,,0.0,81.96,0.0,6.56,88.52,delivered,True
O00005260,C004620,2023-03-29,2023-03-30,2023-04-02,paid_social,WELCOME10,0.15,18.69,5.99,1.5,26.18,delivered,True
O00005261,C004621,2023-10-10,2023-10-11,2023-10-13,email,BFCM20,0.2,56.77,0.0,4.54,61.31,delivered,True
O00005262,C004622,2024-05-23,2024-05-24,2024-05-27,paid_social,BFCM20,0.1,35.09,5.99,2.81,43.89,delivered,True
O00005263,C004623,2023-04-10,2023-04-11,2023-04-14,paid_search,,0.0,40.98,5.99,3.28,50.25,delivered,True
O00005264,C004624,2023-08-05,2023-08-06,2023-08-08,paid_search,BFCM20,0.1,68.37,0.0,5.47,73.84,delivered,True
O00005265,C004626,2023-12-14,2023-12-15,2023-12-18,organic_search,BFCM20,0.15,118.1,0.0,9.45,127.55,delivered,True
O00005266,C004627,2023-04-23,2023-04-24,2023-04-27,organic_search,,0.15,48.42,0.0,3.87,52.29,refunded,True
O00005267,C004628,2023-08-04,2023-08-05,2023-08-07,organic_social,,0.0,57.98,0.0,4.64,62.62,delivered,True
O00005268,C004629,2023-03-07,2023-03-08,2023-03-11,paid_social,,0.15,85.81,0.0,6.86,92.67,delivered,True
O00005269,C004630,2024-02-28,2024-02-29,2024-03-02,organic_search,SUMMER15,0.1,11.69,5.99,0.94,18.62,delivered,True
O00005270,C004630,2024-03-18,2024-03-19,2024-03-21,email,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00005271,C004632,2023-02-21,2023-02-22,2023-02-26,paid_social,,0.0,72.97,0.0,5.84,78.81,delivered,True
O00005272,C004632,2023-04-22,2023-04-23,2023-04-28,paid_social,,0.0,87.97,0.0,7.04,95.01,delivered,False
O00005273,C004633,2023-08-06,2023-08-07,2023-08-08,direct,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00005274,C004633,2023-10-01,2023-10-02,2023-10-04,organic_search,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00005275,C004633,2023-11-24,2023-11-25,2023-11-28,organic_search,,0.0,18.99,5.99,1.52,26.5,delivered,False
O00005276,C004633,2024-01-12,2024-01-13,2024-01-16,direct,,0.0,101.96,0.0,8.16,110.12,delivered,False
O00005277,C004633,2024-01-27,2024-01-28,2024-02-01,email,WELCOME10,0.1,141.25,0.0,11.3,152.55,delivered,False
O00005278,C004633,2024-02-17,2024-02-18,2024-02-20,direct,,0.0,43.98,5.99,3.52,53.49,delivered,False
O00005279,C004633,2024-03-19,2024-03-20,2024-03-24,organic_search,SUMMER15,0.15,34.83,5.99,2.79,43.61,delivered,False
O00005280,C004634,2024-02-01,2024-02-02,2024-02-04,direct,WELCOME10,0.1,103.45,0.0,8.28,111.73,delivered,True
O00005281,C004635,2024-06-13,2024-06-14,2024-06-15,paid_social,LOYAL15,0.2,10.39,5.99,0.83,17.21,delivered,True
O00005282,C004636,2024-03-26,2024-03-27,2024-04-01,organic_search,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00005283,C004638,2023-03-18,2023-03-19,2023-03-21,direct,BFCM20,0.2,172.74,0.0,13.82,186.56,delivered,True
O00005284,C004639,2023-04-22,2023-04-23,2023-04-26,organic_search,,0.0,58.97,0.0,4.72,63.69,delivered,True
O00005285,C004640,2024-06-26,2024-06-27,2024-06-29,referral,WELCOME10,0.2,39.17,5.99,3.13,48.29,delivered,True
O00005286,C004640,2024-06-29,2024-06-30,2024-07-02,paid_search,,0.0,74.96,0.0,6.0,80.96,delivered,False
O00005287,C004641,2023-03-31,2023-04-01,2023-04-04,organic_social,WELCOME10,0.15,30.58,5.99,2.45,39.02,delivered,True
O00005288,C004642,2024-03-13,2024-03-14,2024-03-16,paid_search,,0.0,84.96,0.0,6.8,91.76,delivered,True
O00005289,C004643,2023-09-07,2023-09-08,2023-09-11,email,,0.0,22.99,5.99,1.84,30.82,delivered,True
O00005290,C004644,2023-10-22,2023-10-23,2023-10-26,organic_search,,0.0,86.96,0.0,6.96,93.92,delivered,True
O00005291,C004645,2023-04-11,2023-04-12,2023-04-17,organic_search,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00005292,C004646,2023-02-19,2023-02-20,2023-02-23,email,LOYAL15,0.2,21.59,5.99,1.73,29.31,delivered,True
O00005293,C004647,2023-11-10,2023-11-11,2023-11-14,email,,0.0,41.98,5.99,3.36,51.33,delivered,True
O00005294,C004648,2024-02-10,2024-02-11,2024-02-15,paid_social,,0.0,21.99,5.99,1.76,29.74,delivered,True
O00005295,C004649,2024-04-04,2024-04-05,2024-04-07,paid_social,,0.0,31.98,5.99,2.56,40.53,delivered,True
O00005296,C004650,2023-01-11,2023-01-12,2023-01-16,email,BFCM20,0.15,45.87,0.0,3.67,49.54,delivered,True
O00005297,C004651,2023-03-07,2023-03-08,2023-03-10,paid_social,LOYAL15,0.1,94.47,0.0,7.56,102.03,delivered,True
O00005298,C004652,2023-10-21,2023-10-22,2023-10-24,paid_social,,0.0,43.98,5.99,3.52,53.49,delivered,True
O00005299,C004653,2023-02-12,2023-02-13,2023-02-15,email,BFCM20,0.15,34.83,5.99,2.79,43.61,delivered,True
O00005300,C004654,2023-08-26,2023-08-27,2023-08-30,paid_social,,0.0,34.99,5.99,2.8,43.78,delivered,True
O00005301,C004654,2023-09-23,2023-09-24,2023-09-29,paid_social,LOYAL15,0.1,35.09,5.99,2.81,43.89,delivered,False
O00005302,C004655,2024-02-24,2024-02-25,2024-02-29,email,BFCM20,0.1,59.37,0.0,4.75,64.12,delivered,True
O00005303,C004656,2023-03-03,2023-03-04,2023-03-09,email,,0.0,12.99,5.99,1.04,20.02,delivered,True
O00005304,C004656,2023-04-10,2023-04-11,2023-04-15,email,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00005305,C004658,2024-03-27,2024-03-28,2024-04-01,paid_search,,0.0,135.96,0.0,10.88,146.84,delivered,True
O00005306,C004659,2023-12-07,2023-12-08,2023-12-13,organic_search,,0.0,126.96,0.0,10.16,137.12,delivered,True
O00005307,C004660,2024-03-21,2024-03-22,2024-03-25,direct,,0.0,60.98,0.0,4.88,65.86,delivered,False
O00005308,C004660,2024-03-23,2024-03-24,2024-03-27,email,,0.0,103.95,0.0,8.32,112.27,delivered,False
O00005309,C004661,2024-06-16,2024-06-17,2024-06-18,organic_search,,0.0,112.97,0.0,9.04,122.01,delivered,True
O00005310,C004664,2024-03-03,2024-03-04,2024-03-06,paid_search,,0.0,70.97,0.0,5.68,76.65,delivered,True
O00005311,C004664,2024-03-16,2024-03-17,2024-03-19,paid_search,,0.0,83.96,0.0,6.72,90.68,delivered,False
O00005312,C004664,2024-04-05,2024-04-06,2024-04-11,paid_search,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00005313,C004664,2024-06-01,2024-06-02,2024-06-05,direct,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00005314,C004665,2024-06-19,2024-06-20,2024-06-23,paid_social,,0.0,37.98,5.99,3.04,47.01,delivered,True
O00005315,C004666,2024-06-17,2024-06-18,2024-06-22,paid_social,LOYAL15,0.15,62.86,0.0,5.03,67.89,delivered,True
O00005316,C004667,2024-03-21,2024-03-22,2024-03-27,referral,,0.15,142.74,0.0,11.42,154.16,delivered,True
O00005317,C004669,2023-08-25,2023-08-26,2023-08-29,direct,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00005318,C004669,2023-09-03,2023-09-04,2023-09-08,organic_social,,0.0,69.98,0.0,5.6,75.58,delivered,False
O00005319,C004671,2023-06-06,2023-06-07,2023-06-10,direct,,0.0,40.98,5.99,3.28,50.25,delivered,False
O00005320,C004671,2023-06-29,2023-06-30,2023-07-02,email,,0.0,60.98,0.0,4.88,65.86,delivered,False
O00005321,C004671,2023-08-08,2023-08-09,2023-08-11,email,,0.0,93.96,0.0,7.52,101.48,delivered,False
O00005322,C004671,2023-08-11,2023-08-12,2023-08-16,organic_search,,0.0,97.95,0.0,7.84,105.79,delivered,False
O00005323,C004671,2023-08-13,2023-08-14,2023-08-19,paid_search,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00005324,C004671,2023-09-05,2023-09-06,2023-09-09,direct,,0.0,45.98,0.0,3.68,49.66,delivered,False
O00005325,C004671,2023-10-28,2023-10-29,2023-10-31,organic_search,,0.0,121.94,0.0,9.76,131.7,delivered,False
O00005326,C004671,2023-11-20,2023-11-21,2023-11-23,email,,0.0,21.99,5.99,1.76,29.74,delivered,False
O00005327,C004671,2023-12-04,2023-12-05,2023-12-06,email,LOYAL15,0.1,11.69,5.99,0.94,18.62,delivered,False
O00005328,C004674,2024-03-30,2024-03-31,2024-04-03,email,,0.2,31.19,5.99,2.5,39.68,delivered,True
O00005329,C004674,2024-04-07,2024-04-08,2024-04-10,organic_social,,0.0,35.98,5.99,2.88,44.85,delivered,False
O00005330,C004674,2024-04-29,2024-04-30,2024-05-04,direct,BFCM20,0.1,11.69,5.99,0.94,18.62,delivered,False
O00005331,C004675,2023-05-26,2023-05-27,2023-05-29,email,,0.0,17.99,5.99,1.44,25.42,delivered,True
O00005332,C004676,2023-03-19,2023-03-20,2023-03-25,direct,,0.0,52.97,0.0,4.24,57.21,delivered,True
O00005333,C004676,2023-03-20,2023-03-21,2023-03-23,email,,0.0,69.96,0.0,5.6,75.56,delivered,False
O00005334,C004676,2023-05-26,2023-05-27,2023-06-01,email,WELCOME10,0.2,18.39,5.99,1.47,25.85,delivered,False
O00005335,C004676,2023-08-25,2023-08-26,2023-08-28,paid_search,,0.0,61.98,0.0,4.96,66.94,delivered,False
O00005336,C004676,2023-08-28,2023-08-29,2023-08-30,direct,LOYAL15,0.2,81.55,0.0,6.52,88.07,delivered,False
O00005337,C004676,2023-09-01,2023-09-02,2023-09-04,email,,0.0,61.97,0.0,4.96,66.93,delivered,False
O00005338,C004676,2023-09-02,2023-09-03,2023-09-05,organic_social,,0.0,43.98,5.99,3.52,53.49,delivered,False
O00005339,C004676,2023-09-10,2023-09-11,2023-09-13,direct,,0.0,38.99,5.99,3.12,48.1,delivered,False
O00005340,C004676,2024-01-10,2024-01-11,2024-01-15,organic_search,,0.0,34.99,5.99,2.8,43.78,delivered,False
O00005341,C004676,2024-03-02,2024-03-03,2024-03-06,organic_search,,0.0,51.98,0.0,4.16,56.14,delivered,False
O00005342,C004676,2024-04-23,2024-04-24,2024-04-29,direct,SUMMER15,0.2,27.99,5.99,2.24,36.22,delivered,False
