spend_id,date,platform,campaign_id,campaign_name,impressions,clicks,ctr,spend,conversions,conversion_value,roas
AD00001980,2023-10-10,meta_ads,FB003,LAL — Top Customers,3018,48,0.016,48.06,1,40.59,0.84
AD00001981,2023-10-10,meta_ads,IG001,Instagram — Story Ads,2721,35,0.0132,45.85,0,0.0,0.0
AD00001982,2023-10-11,google_ads,GS001,Brand Keywords,1126,56,0.0497,42.77,3,116.23,2.72
AD00001983,2023-10-11,google_ads,GS002,Coffee Subscription,763,23,0.0301,32.56,1,42.21,1.3
AD00001984,2023-10-11,google_ads,GS003,Competitor Conquesting,527,16,0.0304,37.12,0,0.0,0.0
AD00001985,2023-10-11,meta_ads,FB001,Prospecting — Interest,6539,58,0.009,60.03,1,45.77,0.76
AD00001986,2023-10-11,meta_ads,FB002,Retargeting — Site Visitors,1616,29,0.0182,32.16,0,0.0,0.0
AD00001987,2023-10-11,meta_ads,FB003,LAL — Top Customers,3055,34,0.0113,47.02,1,46.76,0.99
AD00001988,2023-10-11,meta_ads,IG001,Instagram — Story Ads,2096,19,0.0095,41.6,0,0.0,0.0
AD00001989,2023-10-12,google_ads,GS001,Brand Keywords,590,31,0.0525,36.52,1,53.43,1.46
AD00001990,2023-10-12,google_ads,GS002,Coffee Subscription,402,16,0.0398,32.15,1,50.83,1.58
AD00001991,2023-10-12,google_ads,GS003,Competitor Conquesting,409,23,0.0562,32.8,0,0.0,0.0
AD00001992,2023-10-12,meta_ads,FB001,Prospecting — Interest,2924,71,0.0245,47.43,1,32.83,0.69
AD00001993,2023-10-12,meta_ads,FB002,Retargeting — Site Visitors,3225,47,0.0147,31.84,1,42.82,1.34
AD00001994,2023-10-12,meta_ads,FB003,LAL — Top Customers,5516,103,0.0188,48.77,3,122.51,2.51
AD00001995,2023-10-12,meta_ads,IG001,Instagram — Story Ads,4230,67,0.016,44.89,2,70.73,1.58
AD00001996,2023-10-13,google_ads,GS001,Brand Keywords,1477,57,0.0386,47.58,2,76.43,1.61
AD00001997,2023-10-13,google_ads,GS002,Coffee Subscription,966,37,0.0383,49.49,2,60.35,1.22
AD00001998,2023-10-13,google_ads,GS003,Competitor Conquesting,443,26,0.0587,42.74,0,0.0,0.0
AD00001999,2023-10-13,meta_ads,FB001,Prospecting — Interest,3677,59,0.0161,46.01,1,30.09,0.65
AD00002000,2023-10-13,meta_ads,FB002,Retargeting — Site Visitors,3652,45,0.0124,37.0,0,0.0,0.0
AD00002001,2023-10-13,meta_ads,FB003,LAL — Top Customers,2061,40,0.0195,35.75,1,39.48,1.1
AD00002002,2023-10-13,meta_ads,IG001,Instagram — Story Ads,1718,18,0.0106,32.72,0,0.0,0.0
AD00002003,2023-10-14,google_ads,GS001,Brand Keywords,2176,76,0.0349,57.34,3,110.59,1.93
AD00002004,2023-10-14,google_ads,GS002,Coffee Subscription,835,46,0.0551,64.14,1,51.94,0.81
AD00002005,2023-10-14,google_ads,GS003,Competitor Conquesting,630,26,0.0413,48.12,1,30.47,0.63
AD00002006,2023-10-14,meta_ads,FB001,Prospecting — Interest,2796,38,0.0139,48.4,0,0.0,0.0
AD00002007,2023-10-14,meta_ads,FB002,Retargeting — Site Visitors,2067,27,0.0132,42.7,0,0.0,0.0
AD00002008,2023-10-14,meta_ads,FB003,LAL — Top Customers,4209,77,0.0185,57.76,2,81.73,1.41
AD00002009,2023-10-14,meta_ads,IG001,Instagram — Story Ads,2560,43,0.0171,38.17,0,0.0,0.0
AD00002010,2023-10-15,google_ads,GS001,Brand Keywords,647,38,0.0587,41.95,2,85.76,2.04
AD00002011,2023-10-15,google_ads,GS002,Coffee Subscription,1752,91,0.0519,54.76,5,212.72,3.88
AD00002012,2023-10-15,google_ads,GS003,Competitor Conquesting,594,35,0.0589,47.67,2,102.27,2.15
AD00002013,2023-10-15,meta_ads,FB001,Prospecting — Interest,6163,109,0.0178,58.43,3,134.03,2.29
AD00002014,2023-10-15,meta_ads,FB002,Retargeting — Site Visitors,1927,27,0.0142,40.93,1,52.77,1.29
AD00002015,2023-10-15,meta_ads,FB003,LAL — Top Customers,1896,33,0.0178,34.73,1,47.73,1.37
AD00002016,2023-10-15,meta_ads,IG001,Instagram — Story Ads,6841,128,0.0188,57.88,2,72.4,1.25
AD00002017,2023-10-16,google_ads,GS001,Brand Keywords,1292,67,0.0519,52.77,2,94.83,1.8
AD00002018,2023-10-16,google_ads,GS002,Coffee Subscription,704,24,0.0341,38.58,1,30.83,0.8
AD00002019,2023-10-16,google_ads,GS003,Competitor Conquesting,629,27,0.0429,57.26,1,42.43,0.74
AD00002020,2023-10-16,meta_ads,FB001,Prospecting — Interest,2735,22,0.0083,48.39,0,0.0,0.0
AD00002021,2023-10-16,meta_ads,FB002,Retargeting — Site Visitors,2297,47,0.0205,42.13,1,44.45,1.06
AD00002022,2023-10-16,meta_ads,FB003,LAL — Top Customers,2822,41,0.0146,50.86,1,51.61,1.01
AD00002023,2023-10-16,meta_ads,IG001,Instagram — Story Ads,2626,48,0.0186,50.53,0,0.0,0.0
AD00002024,2023-10-17,google_ads,GS001,Brand Keywords,520,25,0.0481,56.58,0,0.0,0.0
AD00002025,2023-10-17,google_ads,GS002,Coffee Subscription,387,19,0.0491,37.15,0,0.0,0.0
AD00002026,2023-10-17,google_ads,GS003,Competitor Conquesting,1011,40,0.0396,47.57,2,73.55,1.55
AD00002027,2023-10-17,meta_ads,FB001,Prospecting — Interest,6044,85,0.0142,55.67,1,42.55,0.76
AD00002028,2023-10-17,meta_ads,FB002,Retargeting — Site Visitors,3131,55,0.0178,57.34,1,42.27,0.74
AD00002029,2023-10-17,meta_ads,FB003,LAL — Top Customers,2555,55,0.0217,49.39,2,79.2,1.6
AD00002030,2023-10-17,meta_ads,IG001,Instagram — Story Ads,2714,39,0.0144,55.7,0,0.0,0.0
AD00002031,2023-10-18,google_ads,GS001,Brand Keywords,1375,55,0.04,38.67,2,78.32,2.03
AD00002032,2023-10-18,google_ads,GS002,Coffee Subscription,542,30,0.0554,30.85,1,39.9,1.29
AD00002033,2023-10-18,google_ads,GS003,Competitor Conquesting,1740,71,0.0408,52.61,3,103.12,1.96
AD00002034,2023-10-18,meta_ads,FB001,Prospecting — Interest,3906,38,0.0099,55.71,1,40.49,0.73
AD00002035,2023-10-18,meta_ads,FB002,Retargeting — Site Visitors,5440,76,0.014,45.48,1,50.19,1.1
AD00002036,2023-10-18,meta_ads,FB003,LAL — Top Customers,5569,106,0.0192,59.87,3,87.82,1.47
AD00002037,2023-10-18,meta_ads,IG001,Instagram — Story Ads,1522,35,0.0234,30.96,1,32.37,1.05
AD00002038,2023-10-19,google_ads,GS001,Brand Keywords,1091,65,0.0596,49.66,4,191.94,3.87
AD00002039,2023-10-19,google_ads,GS002,Coffee Subscription,1125,44,0.0391,47.94,2,65.37,1.36
AD00002040,2023-10-19,google_ads,GS003,Competitor Conquesting,775,35,0.0452,57.66,2,84.61,1.47
AD00002041,2023-10-19,meta_ads,FB001,Prospecting — Interest,2743,53,0.0194,48.1,1,30.12,0.63
AD00002042,2023-10-19,meta_ads,FB002,Retargeting — Site Visitors,2591,62,0.0243,46.96,1,40.53,0.86
AD00002043,2023-10-19,meta_ads,FB003,LAL — Top Customers,2833,63,0.0225,56.87,1,34.3,0.6
AD00002044,2023-10-19,meta_ads,IG001,Instagram — Story Ads,2756,53,0.0194,36.58,1,41.82,1.14
AD00002045,2023-10-20,google_ads,GS001,Brand Keywords,652,33,0.0506,57.88,2,103.29,1.78
AD00002046,2023-10-20,google_ads,GS002,Coffee Subscription,613,30,0.0489,45.5,2,91.42,2.01
AD00002047,2023-10-20,google_ads,GS003,Competitor Conquesting,489,24,0.0491,43.18,1,36.5,0.85
AD00002048,2023-10-20,meta_ads,FB001,Prospecting — Interest,4100,56,0.0139,38.46,2,81.47,2.12
AD00002049,2023-10-20,meta_ads,FB002,Retargeting — Site Visitors,3921,42,0.0108,40.67,1,49.78,1.22
AD00002050,2023-10-20,meta_ads,FB003,LAL — Top Customers,3056,26,0.0088,46.49,0,0.0,0.0
AD00002051,2023-10-20,meta_ads,IG001,Instagram — Story Ads,4194,85,0.0204,49.37,2,106.17,2.15
AD00002052,2023-10-21,google_ads,GS001,Brand Keywords,2530,78,0.0308,55.67,5,271.53,4.88
AD00002053,2023-10-21,google_ads,GS002,Coffee Subscription,1531,63,0.0411,66.24,3,130.46,1.97
AD00002054,2023-10-21,google_ads,GS003,Competitor Conquesting,741,32,0.0432,55.67,2,70.37,1.26
AD00002055,2023-10-21,meta_ads,FB001,Prospecting — Interest,2890,70,0.0243,57.44,2,64.63,1.13
AD00002056,2023-10-21,meta_ads,FB002,Retargeting — Site Visitors,1945,17,0.009,34.24,0,0.0,0.0
AD00002057,2023-10-21,meta_ads,FB003,LAL — Top Customers,4610,81,0.0176,64.45,1,49.31,0.77
AD00002058,2023-10-21,meta_ads,IG001,Instagram — Story Ads,2261,31,0.0141,42.43,0,0.0,0.0
AD00002059,2023-10-22,google_ads,GS001,Brand Keywords,1533,54,0.0352,37.27,3,115.83,3.11
AD00002060,2023-10-22,google_ads,GS002,Coffee Subscription,1398,71,0.0508,66.25,5,250.02,3.77
AD00002061,2023-10-22,google_ads,GS003,Competitor Conquesting,568,26,0.0458,52.04,1,37.3,0.72
AD00002062,2023-10-22,meta_ads,FB001,Prospecting — Interest,3353,78,0.0234,60.67,2,104.41,1.72
AD00002063,2023-10-22,meta_ads,FB002,Retargeting — Site Visitors,6106,70,0.0116,62.1,2,59.83,0.96
AD00002064,2023-10-22,meta_ads,FB003,LAL — Top Customers,2718,23,0.0087,39.69,0,0.0,0.0
AD00002065,2023-10-22,meta_ads,IG001,Instagram — Story Ads,3392,38,0.0113,50.01,1,32.53,0.65
AD00002066,2023-10-23,google_ads,GS001,Brand Keywords,743,39,0.0525,35.05,1,36.95,1.05
AD00002067,2023-10-23,google_ads,GS002,Coffee Subscription,895,40,0.0447,50.82,2,63.7,1.25
AD00002068,2023-10-23,google_ads,GS003,Competitor Conquesting,2223,77,0.0346,51.96,5,161.55,3.11
AD00002069,2023-10-23,meta_ads,FB001,Prospecting — Interest,4109,90,0.022,34.15,3,122.9,3.6
AD00002070,2023-10-23,meta_ads,FB002,Retargeting — Site Visitors,3047,65,0.0214,37.64,1,52.42,1.39
AD00002071,2023-10-23,meta_ads,FB003,LAL — Top Customers,3288,43,0.0132,56.63,0,0.0,0.0
AD00002072,2023-10-23,meta_ads,IG001,Instagram — Story Ads,4472,36,0.0081,53.85,0,0.0,0.0
AD00002073,2023-10-24,google_ads,GS001,Brand Keywords,258,15,0.0581,29.39,0,0.0,0.0
AD00002074,2023-10-24,google_ads,GS002,Coffee Subscription,415,23,0.0554,32.78,0,0.0,0.0
AD00002075,2023-10-24,google_ads,GS003,Competitor Conquesting,1140,45,0.0395,41.8,2,79.36,1.9
AD00002076,2023-10-24,meta_ads,FB001,Prospecting — Interest,4822,69,0.0144,60.43,2,74.15,1.23
AD00002077,2023-10-24,meta_ads,FB002,Retargeting — Site Visitors,2142,43,0.0202,30.19,0,0.0,0.0
AD00002078,2023-10-24,meta_ads,FB003,LAL — Top Customers,1961,23,0.0119,37.1,0,0.0,0.0
AD00002079,2023-10-24,meta_ads,IG001,Instagram — Story Ads,2075,17,0.0082,30.61,0,0.0,0.0
AD00002080,2023-10-25,google_ads,GS001,Brand Keywords,370,20,0.0541,40.11,0,0.0,0.0
AD00002081,2023-10-25,google_ads,GS002,Coffee Subscription,1858,67,0.0361,56.52,4,149.66,2.65
AD00002082,2023-10-25,google_ads,GS003,Competitor Conquesting,1317,75,0.0569,57.26,4,137.65,2.4
AD00002083,2023-10-25,meta_ads,FB001,Prospecting — Interest,2435,31,0.0131,49.39,0,0.0,0.0
AD00002084,2023-10-25,meta_ads,FB002,Retargeting — Site Visitors,4619,76,0.0166,50.58,2,107.21,2.12
AD00002085,2023-10-25,meta_ads,FB003,LAL — Top Customers,4752,103,0.0217,58.88,3,103.81,1.76
AD00002086,2023-10-25,meta_ads,IG001,Instagram — Story Ads,1859,42,0.023,34.02,1,36.11,1.06
AD00002087,2023-10-26,google_ads,GS001,Brand Keywords,449,23,0.0512,47.64,0,0.0,0.0
AD00002088,2023-10-26,google_ads,GS002,Coffee Subscription,468,23,0.0491,36.38,0,0.0,0.0
AD00002089,2023-10-26,google_ads,GS003,Competitor Conquesting,1519,47,0.0309,43.07,1,30.7,0.71
AD00002090,2023-10-26,meta_ads,FB001,Prospecting — Interest,3056,39,0.013,45.21,1,47.08,1.04
AD00002091,2023-10-26,meta_ads,FB002,Retargeting — Site Visitors,3939,81,0.0208,58.98,2,76.35,1.29
AD00002092,2023-10-26,meta_ads,FB003,LAL — Top Customers,3114,52,0.0167,51.39,1,37.41,0.73
AD00002093,2023-10-26,meta_ads,IG001,Instagram — Story Ads,2626,29,0.0111,48.11,0,0.0,0.0
AD00002094,2023-10-27,google_ads,GS001,Brand Keywords,644,31,0.0481,55.01,1,46.1,0.84
AD00002095,2023-10-27,google_ads,GS002,Coffee Subscription,602,31,0.0515,38.51,2,104.44,2.71
AD00002096,2023-10-27,google_ads,GS003,Competitor Conquesting,820,32,0.039,46.85,2,67.65,1.44
AD00002097,2023-10-27,meta_ads,FB001,Prospecting — Interest,3357,67,0.0201,41.53,2,69.66,1.68
AD00002098,2023-10-27,meta_ads,FB002,Retargeting — Site Visitors,2234,40,0.018,41.61,1,38.45,0.92
AD00002099,2023-10-27,meta_ads,FB003,LAL — Top Customers,3235,71,0.0222,62.18,1,35.51,0.57
AD00002100,2023-10-27,meta_ads,IG001,Instagram — Story Ads,3725,53,0.0143,57.89,1,49.16,0.85
AD00002101,2023-10-28,google_ads,GS001,Brand Keywords,890,34,0.0382,62.11,1,54.79,0.88
AD00002102,2023-10-28,google_ads,GS002,Coffee Subscription,746,25,0.0335,42.42,1,31.84,0.75
AD00002103,2023-10-28,google_ads,GS003,Competitor Conquesting,880,37,0.042,39.96,2,85.8,2.15
AD00002104,2023-10-28,meta_ads,FB001,Prospecting — Interest,3608,50,0.014,39.84,0,0.0,0.0
AD00002105,2023-10-28,meta_ads,FB002,Retargeting — Site Visitors,2988,36,0.0122,53.49,1,37.76,0.71
AD00002106,2023-10-28,meta_ads,FB003,LAL — Top Customers,5546,88,0.016,53.63,3,117.68,2.19
AD00002107,2023-10-28,meta_ads,IG001,Instagram — Story Ads,4407,58,0.0132,43.19,1,44.14,1.02
AD00002108,2023-10-29,google_ads,GS001,Brand Keywords,1291,50,0.0387,55.53,1,39.53,0.71
AD00002109,2023-10-29,google_ads,GS002,Coffee Subscription,1671,76,0.0455,43.54,4,161.83,3.72
AD00002110,2023-10-29,google_ads,GS003,Competitor Conquesting,643,26,0.0404,53.93,0,0.0,0.0
AD00002111,2023-10-29,meta_ads,FB001,Prospecting — Interest,3199,59,0.0187,47.45,1,51.4,1.08
AD00002112,2023-10-29,meta_ads,FB002,Retargeting — Site Visitors,2574,52,0.0205,33.21,1,45.32,1.36
AD00002113,2023-10-29,meta_ads,FB003,LAL — Top Customers,4438,36,0.0082,65.83,1,40.46,0.61
AD00002114,2023-10-29,meta_ads,IG001,Instagram — Story Ads,5008,105,0.0211,53.74,4,120.08,2.23
AD00002115,2023-10-30,google_ads,GS001,Brand Keywords,1641,58,0.0353,58.46,3,94.17,1.61
AD00002116,2023-10-30,google_ads,GS002,Coffee Subscription,1337,60,0.0449,33.02,3,130.87,3.96
AD00002117,2023-10-30,google_ads,GS003,Competitor Conquesting,1225,38,0.031,58.05,1,47.92,0.83
AD00002118,2023-10-30,meta_ads,FB001,Prospecting — Interest,3520,77,0.0221,58.86,1,40.15,0.68
AD00002119,2023-10-30,meta_ads,FB002,Retargeting — Site Visitors,5164,70,0.0137,58.72,1,51.61,0.88
AD00002120,2023-10-30,meta_ads,FB003,LAL — Top Customers,1605,15,0.0095,33.08,0,0.0,0.0
AD00002121,2023-10-30,meta_ads,IG001,Instagram — Story Ads,2223,19,0.0087,36.51,0,0.0,0.0
AD00002122,2023-10-31,google_ads,GS001,Brand Keywords,566,32,0.0565,50.07,1,42.08,0.84
AD00002123,2023-10-31,google_ads,GS002,Coffee Subscription,643,25,0.0389,55.89,0,0.0,0.0
AD00002124,2023-10-31,google_ads,GS003,Competitor Conquesting,1231,60,0.0487,57.93,4,115.17,1.99
AD00002125,2023-10-31,meta_ads,FB001,Prospecting — Interest,4547,63,0.0139,58.62,1,41.44,0.71
AD00002126,2023-10-31,meta_ads,FB002,Retargeting — Site Visitors,5413,60,0.0111,56.46,1,38.78,0.69
AD00002127,2023-10-31,meta_ads,FB003,LAL — Top Customers,2653,46,0.0175,53.49,0,0.0,0.0
AD00002128,2023-10-31,meta_ads,IG001,Instagram — Story Ads,2432,54,0.0224,50.15,1,35.23,0.7
AD00002129,2023-11-01,google_ads,GS001,Brand Keywords,817,43,0.0526,65.09,2,80.9,1.24
AD00002130,2023-11-01,google_ads,GS002,Coffee Subscription,872,41,0.047,81.44,1,53.62,0.66
AD00002131,2023-11-01,google_ads,GS003,Competitor Conquesting,929,43,0.0463,83.0,2,61.67,0.74
AD00002132,2023-11-01,meta_ads,FB001,Prospecting — Interest,7983,86,0.0108,67.46,3,131.08,1.94
AD00002133,2023-11-01,meta_ads,FB002,Retargeting — Site Visitors,4391,68,0.0156,58.49,1,40.58,0.69
AD00002134,2023-11-01,meta_ads,FB003,LAL — Top Customers,3134,55,0.0176,64.29,1,51.26,0.8
AD00002135,2023-11-01,meta_ads,IG001,Instagram — Story Ads,6937,148,0.0214,77.84,2,93.23,1.2
AD00002136,2023-11-02,google_ads,GS001,Brand Keywords,1487,88,0.0592,60.43,5,149.88,2.48
AD00002137,2023-11-02,google_ads,GS002,Coffee Subscription,1005,36,0.0358,80.26,1,36.8,0.46
AD00002138,2023-11-02,google_ads,GS003,Competitor Conquesting,950,34,0.0358,48.07,2,67.24,1.4
AD00002139,2023-11-02,meta_ads,FB001,Prospecting — Interest,3857,51,0.0133,53.74,1,33.53,0.62
AD00002140,2023-11-02,meta_ads,FB002,Retargeting — Site Visitors,3510,52,0.0149,60.66,0,0.0,0.0
AD00002141,2023-11-02,meta_ads,FB003,LAL — Top Customers,2785,54,0.0195,49.08,1,39.69,0.81
AD00002142,2023-11-02,meta_ads,IG001,Instagram — Story Ads,6322,61,0.0098,60.32,1,39.39,0.65
AD00002143,2023-11-03,google_ads,GS001,Brand Keywords,1751,61,0.0348,48.05,4,189.77,3.95
AD00002144,2023-11-03,google_ads,GS002,Coffee Subscription,749,34,0.0454,74.78,1,46.51,0.62
AD00002145,2023-11-03,google_ads,GS003,Competitor Conquesting,2125,83,0.0391,59.9,3,107.26,1.79
AD00002146,2023-11-03,meta_ads,FB001,Prospecting — Interest,2257,38,0.017,43.47,0,0.0,0.0
AD00002147,2023-11-03,meta_ads,FB002,Retargeting — Site Visitors,7642,163,0.0214,62.67,3,92.94,1.48
AD00002148,2023-11-03,meta_ads,FB003,LAL — Top Customers,8514,125,0.0147,88.3,2,71.8,0.81
AD00002149,2023-11-03,meta_ads,IG001,Instagram — Story Ads,3157,26,0.0084,52.39,0,0.0,0.0
AD00002150,2023-11-04,google_ads,GS001,Brand Keywords,1392,74,0.0532,53.82,2,84.42,1.57
AD00002151,2023-11-04,google_ads,GS002,Coffee Subscription,1293,71,0.0549,72.48,3,110.38,1.52
AD00002152,2023-11-04,google_ads,GS003,Competitor Conquesting,1725,101,0.0586,93.29,5,235.61,2.53
AD00002153,2023-11-04,meta_ads,FB001,Prospecting — Interest,6381,118,0.0186,68.66,3,138.81,2.02
AD00002154,2023-11-04,meta_ads,FB002,Retargeting — Site Visitors,6073,128,0.0211,61.65,3,116.59,1.89
AD00002155,2023-11-04,meta_ads,FB003,LAL — Top Customers,4179,93,0.0223,58.8,2,79.99,1.36
AD00002156,2023-11-04,meta_ads,IG001,Instagram — Story Ads,5272,129,0.0246,90.79,4,186.54,2.05
AD00002157,2023-11-05,google_ads,GS001,Brand Keywords,987,42,0.0426,56.68,2,81.38,1.44
AD00002158,2023-11-05,google_ads,GS002,Coffee Subscription,3044,134,0.044,89.97,5,149.51,1.66
AD00002159,2023-11-05,google_ads,GS003,Competitor Conquesting,1166,41,0.0352,57.42,3,131.85,2.3
AD00002160,2023-11-05,meta_ads,FB001,Prospecting — Interest,3755,71,0.0191,81.39,2,72.29,0.89
AD00002161,2023-11-05,meta_ads,FB002,Retargeting — Site Visitors,3968,48,0.0123,79.89,1,29.83,0.37
AD00002162,2023-11-05,meta_ads,FB003,LAL — Top Customers,8110,133,0.0165,82.0,4,156.21,1.91
AD00002163,2023-11-05,meta_ads,IG001,Instagram — Story Ads,4113,59,0.0145,57.59,2,101.97,1.77
AD00002164,2023-11-06,google_ads,GS001,Brand Keywords,845,46,0.0544,76.51,2,84.04,1.1
AD00002165,2023-11-06,google_ads,GS002,Coffee Subscription,618,37,0.0599,58.28,1,46.51,0.8
AD00002166,2023-11-06,google_ads,GS003,Competitor Conquesting,2354,102,0.0433,68.62,4,156.02,2.27
AD00002167,2023-11-06,meta_ads,FB001,Prospecting — Interest,2412,31,0.013,44.01,0,0.0,0.0
AD00002168,2023-11-06,meta_ads,FB002,Retargeting — Site Visitors,4911,76,0.0156,81.67,2,70.13,0.86
AD00002169,2023-11-06,meta_ads,FB003,LAL — Top Customers,4910,74,0.0152,76.02,1,50.96,0.67
AD00002170,2023-11-06,meta_ads,IG001,Instagram — Story Ads,3687,80,0.0219,58.85,1,41.21,0.7
AD00002171,2023-11-07,google_ads,GS001,Brand Keywords,591,35,0.0592,74.84,1,54.72,0.73
AD00002172,2023-11-07,google_ads,GS002,Coffee Subscription,686,31,0.0452,48.5,1,52.85,1.09
AD00002173,2023-11-07,google_ads,GS003,Competitor Conquesting,584,35,0.0599,58.23,2,105.68,1.81
AD00002174,2023-11-07,meta_ads,FB001,Prospecting — Interest,2337,46,0.0197,40.97,1,53.27,1.3
AD00002175,2023-11-07,meta_ads,FB002,Retargeting — Site Visitors,8201,168,0.0206,76.68,4,156.1,2.04
AD00002176,2023-11-07,meta_ads,FB003,LAL — Top Customers,4002,75,0.0189,79.44,1,39.6,0.5
AD00002177,2023-11-07,meta_ads,IG001,Instagram — Story Ads,4947,78,0.0159,74.7,2,102.16,1.37
AD00002178,2023-11-08,google_ads,GS001,Brand Keywords,1384,57,0.0412,46.88,2,102.53,2.19
AD00002179,2023-11-08,google_ads,GS002,Coffee Subscription,1921,87,0.0453,52.28,6,220.91,4.23
AD00002180,2023-11-08,google_ads,GS003,Competitor Conquesting,3797,122,0.0321,79.85,8,280.8,3.52
AD00002181,2023-11-08,meta_ads,FB001,Prospecting — Interest,3526,71,0.0202,76.91,1,39.22,0.51
AD00002182,2023-11-08,meta_ads,FB002,Retargeting — Site Visitors,5568,82,0.0149,68.49,1,52.25,0.76
AD00002183,2023-11-08,meta_ads,FB003,LAL — Top Customers,5690,60,0.0106,78.07,1,30.67,0.39
AD00002184,2023-11-08,meta_ads,IG001,Instagram — Story Ads,2141,22,0.0105,45.4,0,0.0,0.0
AD00002185,2023-11-09,google_ads,GS001,Brand Keywords,839,49,0.0584,66.12,3,97.05,1.47
AD00002186,2023-11-09,google_ads,GS002,Coffee Subscription,1182,59,0.0499,69.64,2,56.89,0.82
AD00002187,2023-11-09,google_ads,GS003,Competitor Conquesting,580,33,0.0569,52.55,2,69.9,1.33
AD00002188,2023-11-09,meta_ads,FB001,Prospecting — Interest,2263,21,0.0096,45.69,0,0.0,0.0
AD00002189,2023-11-09,meta_ads,FB002,Retargeting — Site Visitors,5802,143,0.0248,71.02,4,113.75,1.6
AD00002190,2023-11-09,meta_ads,FB003,LAL — Top Customers,4415,74,0.0169,64.34,1,49.82,0.77
AD00002191,2023-11-09,meta_ads,IG001,Instagram — Story Ads,4035,43,0.0108,62.11,1,44.66,0.72
AD00002192,2023-11-10,google_ads,GS001,Brand Keywords,1695,62,0.0366,80.89,3,134.9,1.67
AD00002193,2023-11-10,google_ads,GS002,Coffee Subscription,2077,64,0.0308,83.02,3,107.4,1.29
AD00002194,2023-11-10,google_ads,GS003,Competitor Conquesting,863,37,0.0429,48.23,2,76.65,1.59
AD00002195,2023-11-10,meta_ads,FB001,Prospecting — Interest,5671,54,0.0096,51.21,1,37.09,0.72
AD00002196,2023-11-10,meta_ads,FB002,Retargeting — Site Visitors,3853,54,0.0142,73.26,0,0.0,0.0
AD00002197,2023-11-10,meta_ads,FB003,LAL — Top Customers,2196,46,0.0212,43.31,1,41.09,0.95
AD00002198,2023-11-10,meta_ads,IG001,Instagram — Story Ads,2589,24,0.0096,54.63,0,0.0,0.0
AD00002199,2023-11-11,google_ads,GS001,Brand Keywords,650,38,0.0585,70.57,2,65.22,0.92
AD00002200,2023-11-11,google_ads,GS002,Coffee Subscription,1213,39,0.0322,73.84,1,46.5,0.63
AD00002201,2023-11-11,google_ads,GS003,Competitor Conquesting,2807,90,0.0321,55.19,6,240.86,4.36
AD00002202,2023-11-11,meta_ads,FB001,Prospecting — Interest,2323,55,0.0239,50.42,1,41.89,0.83
AD00002203,2023-11-11,meta_ads,FB002,Retargeting — Site Visitors,5455,110,0.0203,50.03,3,100.24,2.0
AD00002204,2023-11-11,meta_ads,FB003,LAL — Top Customers,2535,35,0.014,53.93,0,0.0,0.0
AD00002205,2023-11-11,meta_ads,IG001,Instagram — Story Ads,3981,37,0.0093,86.19,1,39.76,0.46
AD00002206,2023-11-12,google_ads,GS001,Brand Keywords,1644,70,0.0426,54.35,3,105.47,1.94
AD00002207,2023-11-12,google_ads,GS002,Coffee Subscription,1029,53,0.0515,60.75,3,112.01,1.84
AD00002208,2023-11-12,google_ads,GS003,Competitor Conquesting,2319,122,0.0526,90.81,5,152.29,1.68
AD00002209,2023-11-12,meta_ads,FB001,Prospecting — Interest,3348,54,0.0164,64.22,1,28.05,0.44
AD00002210,2023-11-12,meta_ads,FB002,Retargeting — Site Visitors,3367,36,0.0107,72.68,0,0.0,0.0
AD00002211,2023-11-12,meta_ads,FB003,LAL — Top Customers,3760,43,0.0117,62.83,1,47.25,0.75
AD00002212,2023-11-12,meta_ads,IG001,Instagram — Story Ads,4161,84,0.0202,64.63,3,125.43,1.94
AD00002213,2023-11-13,google_ads,GS001,Brand Keywords,886,39,0.044,66.27,1,50.01,0.75
AD00002214,2023-11-13,google_ads,GS002,Coffee Subscription,2340,80,0.0342,80.01,4,116.07,1.45
AD00002215,2023-11-13,google_ads,GS003,Competitor Conquesting,1530,46,0.0301,81.88,2,85.17,1.04
AD00002216,2023-11-13,meta_ads,FB001,Prospecting — Interest,2179,51,0.0235,42.13,1,51.34,1.22
AD00002217,2023-11-13,meta_ads,FB002,Retargeting — Site Visitors,4063,52,0.0128,42.75,1,30.28,0.71
AD00002218,2023-11-13,meta_ads,FB003,LAL — Top Customers,2911,46,0.016,62.16,1,37.43,0.6
AD00002219,2023-11-13,meta_ads,IG001,Instagram — Story Ads,4920,49,0.01,44.68,1,46.58,1.04
AD00002220,2023-11-14,google_ads,GS001,Brand Keywords,938,38,0.0405,46.89,1,32.84,0.7
AD00002221,2023-11-14,google_ads,GS002,Coffee Subscription,2363,102,0.0432,71.73,3,162.26,2.26
AD00002222,2023-11-14,google_ads,GS003,Competitor Conquesting,601,34,0.0566,73.75,1,44.84,0.61
AD00002223,2023-11-14,meta_ads,FB001,Prospecting — Interest,4510,66,0.0147,42.49,2,91.03,2.14
AD00002224,2023-11-14,meta_ads,FB002,Retargeting — Site Visitors,3715,40,0.0109,50.2,0,0.0,0.0
AD00002225,2023-11-14,meta_ads,FB003,LAL — Top Customers,4079,86,0.0211,49.52,2,58.34,1.18
AD00002226,2023-11-14,meta_ads,IG001,Instagram — Story Ads,4433,59,0.0134,65.13,1,45.32,0.7
