item_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_pct,line_total,cogs
OI00007928,O00004808,C004250,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.15,45.88,19.6
OI00007929,O00004809,C004250,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.2,21.59,9.8
OI00007930,O00004809,C004250,P008,Reusable Brew Bag,equipment,1,12.99,0.2,10.39,3.2
OI00007931,O00004810,C004250,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00007932,O00004810,C004250,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00007933,O00004811,C004250,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00007934,O00004812,C004250,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00007935,O00004812,C004250,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00007936,O00004812,C004250,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00007937,O00004813,C004250,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00007938,O00004814,C004250,P002,Dark Roast Espresso,whole_bean,1,21.99,0.1,19.79,7.2
OI00007939,O00004814,C004250,P006,Decaf House Blend,whole_bean,2,17.99,0.1,32.38,12.4
OI00007940,O00004815,C004250,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00007941,O00004816,C004251,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00007942,O00004817,C004252,P001,Morning Ritual Blend,whole_bean,1,18.99,0.1,17.09,6.5
OI00007943,O00004818,C004253,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00007944,O00004818,C004253,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00007945,O00004818,C004253,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00007946,O00004818,C004253,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00007947,O00004819,C004254,P006,Decaf House Blend,whole_bean,1,17.99,0.1,16.19,6.2
OI00007948,O00004819,C004254,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.1,24.29,9.8
OI00007949,O00004819,C004254,P008,Reusable Brew Bag,equipment,2,12.99,0.1,23.38,6.4
OI00007950,O00004820,C004255,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00007951,O00004821,C004256,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00007952,O00004821,C004256,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00007953,O00004822,C004257,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00007954,O00004822,C004257,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00007955,O00004823,C004258,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00007956,O00004824,C004258,P004,Cold Brew Starter Kit,equipment,2,34.99,0.1,62.98,24.0
OI00007957,O00004825,C004258,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00007958,O00004826,C004258,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00007959,O00004827,C004258,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00007960,O00004828,C004258,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00007961,O00004828,C004258,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00007962,O00004829,C004258,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00007963,O00004830,C004258,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00007964,O00004831,C004258,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00007965,O00004832,C004258,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.2,43.18,19.6
OI00007966,O00004832,C004258,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.2,18.39,8.4
OI00007967,O00004833,C004258,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00007968,O00004833,C004258,P006,Decaf House Blend,whole_bean,2,17.99,0.0,35.98,12.4
OI00007969,O00004833,C004258,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00007970,O00004833,C004258,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00007971,O00004834,C004258,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00007972,O00004834,C004258,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00007973,O00004835,C004258,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00007974,O00004836,C004258,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00007975,O00004836,C004258,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,3,22.99,0.0,68.97,25.2
OI00007976,O00004837,C004259,P004,Cold Brew Starter Kit,equipment,3,34.99,0.0,104.97,36.0
OI00007977,O00004838,C004260,P002,Dark Roast Espresso,whole_bean,3,21.99,0.15,56.07,21.6
OI00007978,O00004839,C004260,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00007979,O00004839,C004260,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00007980,O00004839,C004260,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00007981,O00004839,C004260,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00007982,O00004840,C004263,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00007983,O00004841,C004264,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.1,105.27,40.5
OI00007984,O00004841,C004264,P001,Morning Ritual Blend,whole_bean,1,18.99,0.1,17.09,6.5
OI00007985,O00004841,C004264,P006,Decaf House Blend,whole_bean,1,17.99,0.1,16.19,6.2
OI00007986,O00004842,C004265,P001,Morning Ritual Blend,whole_bean,2,18.99,0.2,30.38,13.0
OI00007987,O00004842,C004265,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.2,93.58,40.5
OI00007988,O00004842,C004265,P005,Subscription Box — 2 bags/mo,subscription,3,38.99,0.2,93.58,40.5
OI00007989,O00004842,C004265,P006,Decaf House Blend,whole_bean,2,17.99,0.2,28.78,12.4
OI00007990,O00004843,C004266,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00007991,O00004844,C004266,P001,Morning Ritual Blend,whole_bean,1,18.99,0.15,16.14,6.5
OI00007992,O00004845,C004268,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00007993,O00004846,C004270,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00007994,O00004846,C004270,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00007995,O00004847,C004270,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00007996,O00004848,C004271,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00007997,O00004848,C004271,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00007998,O00004849,C004272,P006,Decaf House Blend,whole_bean,1,17.99,0.1,16.19,6.2
OI00007999,O00004849,C004272,P008,Reusable Brew Bag,equipment,1,12.99,0.1,11.69,3.2
OI00008000,O00004850,C004272,P002,Dark Roast Espresso,whole_bean,1,21.99,0.15,18.69,7.2
OI00008001,O00004850,C004272,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.15,19.54,8.4
OI00008002,O00004850,C004272,P008,Reusable Brew Bag,equipment,2,12.99,0.15,22.08,6.4
OI00008003,O00004850,C004272,P004,Cold Brew Starter Kit,equipment,1,34.99,0.15,29.74,12.0
OI00008004,O00004851,C004273,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008005,O00004852,C004275,P006,Decaf House Blend,whole_bean,1,17.99,0.1,16.19,6.2
OI00008006,O00004852,C004275,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.1,20.69,8.4
OI00008007,O00004853,C004275,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008008,O00004853,C004275,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008009,O00004854,C004275,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00008010,O00004854,C004275,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00008011,O00004855,C004276,P002,Dark Roast Espresso,whole_bean,3,21.99,0.0,65.97,21.6
OI00008012,O00004855,C004276,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00008013,O00004856,C004276,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.2,18.39,8.4
OI00008014,O00004857,C004277,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008015,O00004858,C004278,P002,Dark Roast Espresso,whole_bean,2,21.99,0.2,35.18,14.4
OI00008016,O00004858,C004278,P001,Morning Ritual Blend,whole_bean,3,18.99,0.2,45.58,19.5
OI00008017,O00004859,C004278,P001,Morning Ritual Blend,whole_bean,1,18.99,0.1,17.09,6.5
OI00008018,O00004860,C004278,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008019,O00004861,C004279,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008020,O00004862,C004280,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008021,O00004863,C004283,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008022,O00004863,C004283,P006,Decaf House Blend,whole_bean,2,17.99,0.0,35.98,12.4
OI00008023,O00004864,C004284,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.1,48.58,19.6
OI00008024,O00004864,C004284,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.1,35.09,13.5
OI00008025,O00004865,C004285,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008026,O00004866,C004286,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008027,O00004867,C004287,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.2,18.39,8.4
OI00008028,O00004868,C004287,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008029,O00004868,C004287,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008030,O00004869,C004289,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008031,O00004870,C004290,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008032,O00004871,C004290,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008033,O00004872,C004290,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00008034,O00004873,C004290,P001,Morning Ritual Blend,whole_bean,3,18.99,0.0,56.97,19.5
OI00008035,O00004873,C004290,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008036,O00004873,C004290,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008037,O00004874,C004290,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008038,O00004875,C004292,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008039,O00004875,C004292,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00008040,O00004876,C004293,P004,Cold Brew Starter Kit,equipment,3,34.99,0.0,104.97,36.0
OI00008041,O00004877,C004295,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008042,O00004878,C004296,P008,Reusable Brew Bag,equipment,1,12.99,0.2,10.39,3.2
OI00008043,O00004879,C004297,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.2,31.19,13.5
OI00008044,O00004880,C004297,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.1,24.29,9.8
OI00008045,O00004881,C004298,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008046,O00004882,C004298,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008047,O00004882,C004298,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008048,O00004882,C004298,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008049,O00004883,C004298,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008050,O00004883,C004298,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008051,O00004884,C004300,P006,Decaf House Blend,whole_bean,2,17.99,0.0,35.98,12.4
OI00008052,O00004884,C004300,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00008053,O00004885,C004302,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008054,O00004885,C004302,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00008055,O00004886,C004302,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.2,21.59,9.8
OI00008056,O00004886,C004302,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.2,21.59,9.8
OI00008057,O00004887,C004303,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008058,O00004888,C004305,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008059,O00004889,C004306,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008060,O00004890,C004306,P002,Dark Roast Espresso,whole_bean,3,21.99,0.0,65.97,21.6
OI00008061,O00004891,C004307,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008062,O00004892,C004307,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.0,77.98,27.0
OI00008063,O00004892,C004307,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008064,O00004893,C004310,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00008065,O00004894,C004311,P002,Dark Roast Espresso,whole_bean,1,21.99,0.15,18.69,7.2
OI00008066,O00004895,C004312,P002,Dark Roast Espresso,whole_bean,1,21.99,0.2,17.59,7.2
OI00008067,O00004896,C004313,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00008068,O00004897,C004314,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008069,O00004897,C004314,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008070,O00004898,C004315,P006,Decaf House Blend,whole_bean,1,17.99,0.15,15.29,6.2
OI00008071,O00004899,C004317,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008072,O00004899,C004317,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008073,O00004900,C004318,P008,Reusable Brew Bag,equipment,2,12.99,0.1,23.38,6.4
OI00008074,O00004901,C004318,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00008075,O00004902,C004320,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00008076,O00004903,C004320,P001,Morning Ritual Blend,whole_bean,1,18.99,0.2,15.19,6.5
OI00008077,O00004904,C004320,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00008078,O00004905,C004321,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008079,O00004905,C004321,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008080,O00004905,C004321,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008081,O00004906,C004322,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00008082,O00004907,C004324,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008083,O00004907,C004324,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00008084,O00004908,C004325,P006,Decaf House Blend,whole_bean,3,17.99,0.0,53.97,18.6
OI00008085,O00004909,C004327,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008086,O00004910,C004329,P004,Cold Brew Starter Kit,equipment,1,34.99,0.2,27.99,12.0
OI00008087,O00004910,C004329,P006,Decaf House Blend,whole_bean,1,17.99,0.2,14.39,6.2
OI00008088,O00004910,C004329,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.2,36.78,16.8
OI00008089,O00004911,C004329,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008090,O00004912,C004330,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008091,O00004912,C004330,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008092,O00004913,C004330,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008093,O00004914,C004330,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008094,O00004915,C004330,P002,Dark Roast Espresso,whole_bean,2,21.99,0.0,43.98,14.4
OI00008095,O00004916,C004330,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008096,O00004916,C004330,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00008097,O00004917,C004331,P006,Decaf House Blend,whole_bean,2,17.99,0.15,30.58,12.4
OI00008098,O00004917,C004331,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.15,33.14,13.5
OI00008099,O00004918,C004332,P004,Cold Brew Starter Kit,equipment,1,34.99,0.1,31.49,12.0
OI00008100,O00004918,C004332,P001,Morning Ritual Blend,whole_bean,2,18.99,0.1,34.18,13.0
OI00008101,O00004918,C004332,P008,Reusable Brew Bag,equipment,1,12.99,0.1,11.69,3.2
OI00008102,O00004919,C004333,P002,Dark Roast Espresso,whole_bean,1,21.99,0.15,18.69,7.2
OI00008103,O00004920,C004334,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008104,O00004920,C004334,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008105,O00004921,C004335,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008106,O00004922,C004336,P003,Single Origin Ethiopia,whole_bean,3,26.99,0.0,80.97,29.4
OI00008107,O00004922,C004336,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008108,O00004922,C004336,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008109,O00004923,C004337,P006,Decaf House Blend,whole_bean,3,17.99,0.1,48.57,18.6
OI00008110,O00004923,C004337,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.1,48.58,19.6
OI00008111,O00004924,C004338,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.1,70.18,27.0
OI00008112,O00004925,C004339,P001,Morning Ritual Blend,whole_bean,2,18.99,0.2,30.38,13.0
OI00008113,O00004926,C004339,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00008114,O00004926,C004339,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,2,22.99,0.0,45.98,16.8
OI00008115,O00004926,C004339,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.0,77.98,27.0
OI00008116,O00004927,C004339,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00008117,O00004928,C004339,P001,Morning Ritual Blend,whole_bean,1,18.99,0.1,17.09,6.5
OI00008118,O00004929,C004339,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00008119,O00004930,C004340,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008120,O00004930,C004340,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008121,O00004931,C004342,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008122,O00004932,C004343,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008123,O00004932,C004343,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00008124,O00004933,C004345,P006,Decaf House Blend,whole_bean,1,17.99,0.15,15.29,6.2
OI00008125,O00004934,C004346,P003,Single Origin Ethiopia,whole_bean,3,26.99,0.0,80.97,29.4
OI00008126,O00004935,C004346,P008,Reusable Brew Bag,equipment,2,12.99,0.15,22.08,6.4
OI00008127,O00004936,C004346,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008128,O00004937,C004348,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.1,35.09,13.5
OI00008129,O00004938,C004349,P008,Reusable Brew Bag,equipment,1,12.99,0.15,11.04,3.2
OI00008130,O00004938,C004349,P001,Morning Ritual Blend,whole_bean,1,18.99,0.15,16.14,6.5
OI00008131,O00004939,C004351,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008132,O00004939,C004351,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008133,O00004940,C004352,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008134,O00004940,C004352,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008135,O00004940,C004352,P001,Morning Ritual Blend,whole_bean,3,18.99,0.0,56.97,19.5
OI00008136,O00004941,C004352,P006,Decaf House Blend,whole_bean,1,17.99,0.0,17.99,6.2
OI00008137,O00004942,C004354,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008138,O00004942,C004354,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00008139,O00004943,C004354,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008140,O00004943,C004354,P006,Decaf House Blend,whole_bean,2,17.99,0.0,35.98,12.4
OI00008141,O00004944,C004354,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00008142,O00004944,C004354,P004,Cold Brew Starter Kit,equipment,3,34.99,0.0,104.97,36.0
OI00008143,O00004945,C004355,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008144,O00004946,C004357,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008145,O00004946,C004357,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008146,O00004947,C004357,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00008147,O00004948,C004358,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008148,O00004949,C004359,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00008149,O00004949,C004359,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.0,38.99,13.5
OI00008150,O00004949,C004359,P006,Decaf House Blend,whole_bean,3,17.99,0.0,53.97,18.6
OI00008151,O00004949,C004359,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008152,O00004950,C004360,P004,Cold Brew Starter Kit,equipment,1,34.99,0.2,27.99,12.0
OI00008153,O00004950,C004360,P008,Reusable Brew Bag,equipment,1,12.99,0.2,10.39,3.2
OI00008154,O00004951,C004361,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.15,22.94,9.8
OI00008155,O00004952,C004361,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008156,O00004953,C004361,P008,Reusable Brew Bag,equipment,1,12.99,0.0,12.99,3.2
OI00008157,O00004953,C004361,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008158,O00004954,C004363,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.0,77.98,27.0
OI00008159,O00004955,C004364,P001,Morning Ritual Blend,whole_bean,3,18.99,0.15,48.42,19.5
OI00008160,O00004956,C004365,P004,Cold Brew Starter Kit,equipment,2,34.99,0.0,69.98,24.0
OI00008161,O00004956,C004365,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00008162,O00004956,C004365,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008163,O00004957,C004365,P001,Morning Ritual Blend,whole_bean,2,18.99,0.15,32.28,13.0
OI00008164,O00004958,C004366,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.1,20.69,8.4
OI00008165,O00004958,C004366,P008,Reusable Brew Bag,equipment,2,12.99,0.1,23.38,6.4
OI00008166,O00004958,C004366,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.1,20.69,8.4
OI00008167,O00004958,C004366,P001,Morning Ritual Blend,whole_bean,3,18.99,0.1,51.27,19.5
OI00008168,O00004959,C004367,P007,Nitro Cold Brew Cans 6pk,ready_to_drink,1,22.99,0.0,22.99,8.4
OI00008169,O00004960,C004368,P004,Cold Brew Starter Kit,equipment,1,34.99,0.0,34.99,12.0
OI00008170,O00004960,C004368,P001,Morning Ritual Blend,whole_bean,2,18.99,0.0,37.98,13.0
OI00008171,O00004960,C004368,P003,Single Origin Ethiopia,whole_bean,2,26.99,0.0,53.98,19.6
OI00008172,O00004961,C004368,P008,Reusable Brew Bag,equipment,3,12.99,0.1,35.07,9.6
OI00008173,O00004962,C004369,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.15,22.94,9.8
OI00008174,O00004962,C004369,P004,Cold Brew Starter Kit,equipment,3,34.99,0.15,89.22,36.0
OI00008175,O00004963,C004371,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.0,26.99,9.8
OI00008176,O00004964,C004372,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.1,24.29,9.8
OI00008177,O00004965,C004373,P002,Dark Roast Espresso,whole_bean,1,21.99,0.0,21.99,7.2
OI00008178,O00004966,C004374,P001,Morning Ritual Blend,whole_bean,1,18.99,0.0,18.99,6.5
OI00008179,O00004967,C004375,P004,Cold Brew Starter Kit,equipment,3,34.99,0.0,104.97,36.0
OI00008180,O00004967,C004375,P008,Reusable Brew Bag,equipment,2,12.99,0.0,25.98,6.4
OI00008181,O00004968,C004377,P005,Subscription Box — 2 bags/mo,subscription,1,38.99,0.2,31.19,13.5
OI00008182,O00004968,C004377,P006,Decaf House Blend,whole_bean,1,17.99,0.2,14.39,6.2
OI00008183,O00004969,C004378,P003,Single Origin Ethiopia,whole_bean,1,26.99,0.15,22.94,9.8
OI00008184,O00004970,C004379,P005,Subscription Box — 2 bags/mo,subscription,2,38.99,0.1,70.18,27.0
